permit,long_name
210121,210121 - Tiscott Wood Depot Landfill
210122,210122 - Tregongeeves Quarry Landfill
210123,210123 - Bedhampton Landfill
210126,210126 - Morleys Quarry
210127,210127 - Avon Common Landfill
210128,210128 - Blackhill Quarry
210129,210129 - Wilbraham Chalk Quarry
210130,210130 - Inworth Grange Quarry
210131,210131 - Asenby Quarry Ltd
210132,210132 - Admiralty Quarry
210133,210133 - Roodscroft Landfill Site
210134,210134 - Reach Lane Quarry Landfill
210135,210135 - Brickworth Quarry
220000,220000 - Scabba Wood Gas Utilisation Plant
220001,220001 - Humberfield Gas Utilisation Plant
220002,220002 - Glapwell Gas Utilisation Plant
220003,220003 - Costessey Gas Generation Plant
220004,220004 - Mayton Wood Generation Plant
220005,220005 - Offham Quarry Landfill Gas Utilisation Plant
220006,220006 - Efford Landfill Gas Utilisation Scheme
220008,220008 - Enderby Warren Generation Plant
220009,220009 - Narborough Gas Utilisation Plant
220010,220010 - Sutton Generation Plant
220011,220011 - Brenkley Generating Plant
220012,220012 - Bretby Generation Plant
400033,400033 - Ellel Crag Quarry
400045,400045 - Westerham Golf Club
400068,400068 - Rothley Borrow Pit
400090,400090 - Airlinks Golf Club
400119,400119 - Biggleswade Golf Driving Range
400123,400123 - Chelson Meadow Landfill Gas Utilisation Plant
400124,400124 - Badger Building ( E. Anglia) Ltd
400142,400142 - Stonehill Quarry
400148,400148 - Barlborough Links Golf Course
400153,400153 - Griff No4 Quarry Landfill
400156,400156 - Turnpike Road Noise Bund
400163,400163 - Ledburn Road Quarry
400174,400174 - Hill Ridge House
400222,400222 - Acanthus Golf Centre
400228,400228 - Gorst Farm
400239,400239 - Midgeham Cliff End Quarry
400261,400261 - Phase 4 Tresilian Business Park
400283,400283 - Hazelwood Quarry
400292,400292 - Royal County Of Berkshire Polo Club
400300,400300 - Fishpond At Swallownest
400313,400313 - Raven Crag
400320,400320 - October Wood
400334,400334 - Barnsdale Bar
400338,400338 - Harley Way Quarry
400343,400343 - Whitehaven Developments Site Restoration
400352,400352 - Land On North Side Of Tone Drive
400359,400359 - Nottingham Golf Club
400364,400364 - Manor Farm
400372,400372 - Park Farm
400398,400398 - Huntworth Golf Centre
400403,400403 - Redbridge Road Quarry
400404,400404 - Saltford Golf Club
400409,400409 - Land To The East Of Breechland Cottage
400410,400410 - Ash View Farm
400426,400426 - Letchworth Golf Club
400427,400427 - Kingsley Quarry
400446,400446 - Wallend Farm New Barns Bund
400476,400476 - Hinckley Golf Club
400485,400485 - Lower Lakes
400493,400493 - Pitch 2 Buck Farm
400525,400525 - Park Lodge Shooting School
400532,400532 - Pilkington Quarry
400534,400534 - Bosworth Marina
400545,400545 - Evercreech Junction Ind Est
400570,400570 - Blofield Golf Course
400590,400590 - Woodchurch Farm House
400597,400597 - Hoddesdon Quarry
400598,400598 - Adswood Landfill
400621,400621 - Greenham Triangle
400627,400627 - Bramford Golf Centre
400637,400637 - Tout Quarry
400641,400641 - Sutton Barton Farm
400649,400649 - Winton Recycling Depot
400650,400650 - Teal Park Development
400666,400666 - Cheshunt Cemetery Extension
400679,400679 - Path Head Landfill Site
400680,400680 - Prestwick Landfill Site
400684,400684 - Eastlands Farm
400685,400685 - Nickolls Quarry
400702,400702 - Iford Farm
400705,400705 - Pallington Fishing Lakes
400717,400717 - Field 9071
400726,400726 - Burcombe Farm
400728,400728 - Pound Bottom Composting And Recycling Area
400737,400737 - Project Red
400743,400743 - Mill House Farm Agricultural Reservoir
400755,400755 - Hole 17 Yeovil Golf Club
400765,400765 - Transwate Recycling And Aggregates Limited
400768,400768 - Dernford Farm Agricultural Reservoir
400786,400786 - Modbury Primary School Playing Fields
400845,400845 - Ellwood A F C Sports & Social Club
400854,400854 - Hambrook Marlpit
400892,400892 - Chessington Equestrian Centre
400900,400900 - Howley Park Quarry Phase 3
400904,400904 - Burlish Park Golf Club
400939,400939 - Burnhope Moor
400977,400977 - Cheshunt Football Club
400983,400983 - Faulkner House Farm
400985,400985 - Land To The East Of The Royal Ordanace Factory
400986,400986 - Cronton Quarry
401002,401002 - Forest Farm
401021,401021 - Chear Fen Farm
401026,401026 - Frymans Cottage
401046,401046 - Adswood Road Waste Recovery
401052,401052 - Tickfold Farm
401056,401056 - Woodside Farm
401057,401057 - Messens Farm
401074,401074 - Newland Farm
401084,401084 - Poplars Landfill Site And Anaerobic Digestion
401087,401087 - Former Carlton Colliery Site
401113,401113 - Downfield Tip
401125,401125 - Landfall Farm
401147,401147 - Bracken Down Green Waste Facility
401149,401149 - Mid Yorkshire Golf Club
401156,401156 - Rushy Fields Farm
401161,401161 - Bristol & Avon Transport & Recycling Hallen Yard
401162,401162 - Pole Hole Quarry
401178,401178 - Westgate
401185,401185 - Dairy Farm
401191,401191 - Land At North Tilbury
401214,401214 - Barrington Cement Works
401215,401215 - Colnbrook Landfill Restoration
401230,401230 - The Saltings
401239,401239 - Northall Clay Pigeon Club
401267,401267 - B R T North - Tinsley Link
401296,401296 - A1 Elkesley Grade Separated Junction Improvements
401301,401301 - The Duchy Of Cornwall Park Farm
401308,401308 - Land North Of Thornmere
401324,401324 - Girton Fishing Lake
401327,401327 - Porthmellon Waste Management Site
401337,401337 - Land Adjacent To Moorland Caravan Park
401344,401344 - Ottersbank Farm
401351,401351 - Tytherington Housing Development
401359,401359 - Miller's Nook Riding School
401372,401372 - Old Station House
401377,401377 - Dockber Laithe Farm
401380,401380 - Stone Hall Farm
401385,401385 - Laneside Quarry
401387,401387 - Taylor Wimpy Xpression Site
401422,401422 - Land Off Winterley Lane
401440,401440 - Land To The Rear Of Holland Nurseries
401444,401444 - Chelson Meadow Mrf
401478,401478 - Borwick Lake
401497,401497 - Styrrup Quarry
401512,401512 - Fletcher Bank Recovery Site
401515,401515 - New Farm Fishery
401550,401550 - Weybrook Park Golf Club
401585,401585 - Wick Quarry
401609,401609 - Whitchurch Farm
401619,401619 - Brean Leisure Park
401666,401666 - Racecourse Quarry
401675,401675 - Nansmerrow Farm
401681,401681 - Weston Golf Course
401693,401693 - Stone Pit 1
401708,401708 - Dog Hill Quarry
401732,401732 - Greys Green Golf Course
401770,401770 - Tremanor Farm
401827,401827 - Moor Hall Paddocks
401834,401834 - Casebourne
401847,401847 - Thornhaugh Quarry Il
401856,401856 - Land East Of Malling Brooks Industrial Estate
401858,401858 - Heart Of England Conference And Events Centre
401871,401871 - Unit C
401872,401872 - The Priors Course
401875,401875 - Landscape Bund - Smiths Caravan Site
401878,-401878
401930,401930 - Roke Manor
401956,401956 - Woodland Golf Course (4th Hole)
401975,401975 - Land Regeneration Management Limited
401990,401990 - Channels Golf Course Relocation Scheme
402026,402026 - The Shay
402105,402105 - Ellistown Quarry Inert Landfill
402136,402136 - Crooks Marsh Landfill Restoration
402148,402148 - Nuthampstead Shooting Ground
402202,402202 - Land Near Minor's Farm
19677,19677 - The Rough Landfill
19679,19679 - Windmill Quarry Landfill Site
80215,80215 - Westmill 1 Landfill Site
83137,"83137 - Stroud Farm, Bray, Maidenhead, Sl6"
BV9896IY,BV9896IY - Brookhurst Wood Landfill Site
CP3033LL,CP3033LL - Pebsham Landfill - Northern Quandrant
DP3431PC,DP3431PC - WESTMILL II WASTE MANAGEMENT FACILITY
TP3931LH,TP3931LH - Holiday Moss Leachate Treatment Plant
MP3631LY,MP3631LY - Vigo Utopia Leachate Treatment Plant
NP3736DS,NP3736DS - Bellhouse Landfill EPR/NP3736DS
PP3139DJ,PP3139DJ - GREATNESS QUARRY INTEGRATED WASTE MANAGEMENT FACILITY
PP3939DN,PP3939DN - Barling Marsh Landfill EPR/LP3236SU
QP3730DW,QP3730DW - MUCKING LANDFILL
19436,19436 - Norwood Farm Landfill  (west)
19488,19488 - Stangate Landfill
19502,19502 - Offham Landfill
83139,83139 - Wraysbury Landfill Site
402154,402154 - Brotherton Quarry
BS8605IQ,BS8605IQ - Calvert Landfill Site
BV0953IM,BV0953IM - Stewartby Leachate Treatment Plant
BV7001IK,BV7001IK - SUTTON COURTENAY LANDFILL  EPR/BV7001IK
PP3532MB,PP3532MB - Amberswood Leachate Treatment Plant
TP3330AT,TP3330AT - Sutton Courtenay Landfill - Phase 3 EPR/TP3330AT
TP3631LM,TP3631LM - Kirkless Leachate Treatment Plant EPR/TP3631LM/V002
UP3832MC,UP3832MC - Kendal Fell Leachate Treatment Plant
19674,19674 - Capel Landfill Site
19823,19823 - Land At Wynford Farm
19828,19828 - Manor Farm Landfill Site
19836,19836 - Bunny Lane Landfill Site
19837,19837 - Sherfield English Landfill Site
19858,19858 - Landfill At Raglington Farm
19861,19861 - Frith Lane
23669,23669 - Chapel Lane Landfill Site
47054,47054 - Betton Abbots Landfill
54104,54104 - Whinney Hill Landfill Site
70580,70580 - Brixworth Landfill Site
80000,80000 - Pickeridge Farm Quarry
80023,"80023 - Cripps Farm, Hillingdon"
80024,"80024 - Colnbrook By-pass, Hillingdon"
80502,80502 - Leachate Treatment Plant
83040,"83040 - Sandy Cross, Seale, Farnham, Gu10"
83041,"83041 - Seale Lodge Sandpit, Seale, Farnham Gu10"
83122,83122 - Runfold North Landfill
83211,83211 - Beddington Corner Landfill
402537,402537 - Fair Oak Landfill Site
BV1020IS,BV1020IS - Albury Landfill EPR/BV1020IS
PP3632ML,PP3632ML - Ulnes Walton Leachate Treatment Plant EPR/PP3632ML
TP3433GQ,TP3433GQ - Kibblesworth LTP EPR/TP3433GQ
XP3032MQ,XP3032MQ - Clifton Marsh Leachate Treatment Plant EPR/XP3032MQ
10207,10207 - Pyramids At Paulsgrove Landfill Site
19538,19538 - Pluckley Brickworks
19870,19870 - Southleigh Landfill Site
19874,19874 - Efford Landfill Site
19922,19922 - Mallards Moor Sandpit
19923,19923 - Netley Landfill
19924,19924 - Abbey Fruit Farm
19937,19937 - Hook Lane Landfill Site
80002,"80002 - Wapseys Wood, Gerrards Cross"
80220,"80220 - Moor Mill, St Albans"
83052,"83052 - Bramshill Landfill, Eversley, Rg27 0rf"
SP3538LE,SP3538LE - Efford Landfill - Leachate Treatment Plant
19633,19633 - Beddingham Landfill Site
21747,21747 - Heathfield Landfill - Leachate Transfer Point
83063,83063 - Norlands Lane Landfill Site
402244,402244 - Horton Clay Pit
BV7346IM,BV7346IM - ARDLEY LANDFILL SITE
BV9900IS,BV9900IS - Horton Landfill Site
CP3935PU,CP3935PU - Squabb Wood Landfill Site
83039,"83039 - Prews Farm, Send, Woking, Gu23"
402738,402738 - Chandlers Farm
86144,86144 - Rugby Cement Works
210044,210044 - Coldharbour Lane Landfill
401082,401082 - Kingsmead Landfill
402259,402259 - Hatfield Leachate Treatment Plant
403439,403439 - Cut Field Landfill
86026,86026 - Colthrop Board Mill Landfill
86036,86036 - Midgham Landfill Site
83085,"83085 - Tanhouse Farm, Colnbrook"
86140,86140 - Ewelme 2
86156,86156 - Wheatley Railway Cutting
CP3435PR,CP3435PR - Star Works Landfill Site
80505,80505 - Park Lodge Farm
83095,"83095 - Brett Aggregates, Hithermoor Farm"
83172,83172 - East Of Molesey Road
210074,210074 - Chartham Extension Landfill
210099,210099 - Ham Farm Landfill
402102,402102 - Brightlingsea Inert Landfill
